        0.0000   0.968069   0.382275   1.350344 
      100.0000  -0.069453   0.381262   0.311809 
      200.0000  -0.123499   0.382830   0.259331 
      300.0000  -0.157592   0.376782   0.219190 
      400.0000  -0.171795   0.382870   0.211075 
      500.0000  -0.205340   0.378918   0.173578 
      600.0000  -0.222275   0.384379   0.162104 
      700.0000  -0.253687   0.380780   0.127093 
      800.0000  -0.259626   0.381409   0.121783 
      900.0000  -0.270915   0.380891   0.109976 
     1000.0000  -0.260086   0.380386   0.120300 
     1100.0000  -0.259261   0.384597   0.125336 
     1200.0000  -0.275592   0.382822   0.107230 
     1300.0000  -0.284205   0.384152   0.099948 
     1400.0000  -0.291147   0.391785   0.100638 
     1500.0000  -0.303707   0.384647   0.080940 
     1600.0000  -0.308091   0.386719   0.078628 
     1700.0000  -0.304997   0.383775   0.078777 
     1800.0000  -0.316163   0.384216   0.068053 
     1900.0000  -0.314573   0.386702   0.072129 
     2000.0000  -0.317500   0.383978   0.066478 
     2100.0000  -0.308232   0.382165   0.073933 
     2200.0000  -0.300860   0.383262   0.082402 
     2300.0000  -0.292396   0.373191   0.080795 
     2400.0000  -0.300511   0.381095   0.080584 
     2500.0000  -0.305782   0.382762   0.076980 
     2600.0000  -0.292329   0.390061   0.097732 
     2700.0000  -0.294354   0.378366   0.084012 
     2800.0000  -0.291295   0.378668   0.087372 
     2900.0000  -0.300052   0.383101   0.083050 
     3000.0000  -0.293667   0.380716   0.087049 
     3100.0000  -0.300011   0.384966   0.084955 
     3200.0000  -0.287410   0.383808   0.096398 
     3300.0000  -0.294251   0.373732   0.079481 
     3400.0000  -0.296655   0.381700   0.085045 
     3500.0000  -0.300988   0.382747   0.081759 
     3600.0000  -0.304082   0.381607   0.077525 
     3700.0000  -0.305630   0.383591   0.077961 
     3800.0000  -0.314645   0.381457   0.066812 
     3900.0000  -0.321661   0.379319   0.057659 
     4000.0000  -0.323938   0.380000   0.056062 
     4100.0000  -0.316706   0.376702   0.059996 
     4200.0000  -0.327136   0.374996   0.047860 
     4300.0000  -0.336126   0.380868   0.044741 
     4400.0000  -0.325116   0.381776   0.056660 
     4500.0000  -0.320843   0.385516   0.064673 
     4600.0000  -0.310594   0.376793   0.066199 
     4700.0000  -0.315513   0.385893   0.070380 
     4800.0000  -0.294235   0.390480   0.096245 
     4900.0000  -0.298657   0.386211   0.087553 
     5000.0000  -0.294907   0.380328   0.085421 
     5100.0000  -0.286560   0.377662   0.091102 
     5200.0000  -0.310162   0.376480   0.066318 
     5300.0000  -0.318025   0.388471   0.070447 
     5400.0000  -0.315017   0.382357   0.067340 
     5500.0000  -0.321565   0.378309   0.056745 
     5600.0000  -0.320101   0.383054   0.062953 
     5700.0000  -0.321963   0.385631   0.063668 
     5800.0000  -0.322838   0.379971   0.057133 
     5900.0000  -0.320077   0.373267   0.053190 
     6000.0000  -0.321516   0.369450   0.047934 
     6100.0000  -0.317622   0.380806   0.063184 
     6200.0000  -0.315610   0.382799   0.067189 
     6300.0000  -0.321476   0.377243   0.055767 
     6400.0000  -0.315682   0.373989   0.058307 
     6500.0000  -0.326275   0.379260   0.052985 
     6600.0000  -0.333673   0.383511   0.049839 
     6700.0000  -0.327732   0.381214   0.053482 
     6800.0000  -0.325580   0.382183   0.056603 
     6900.0000  -0.332465   0.376888   0.044424 
     7000.0000  -0.327169   0.374949   0.047780 
     7100.0000  -0.324530   0.375375   0.050845 
